step,"[0,0,0]","[0,1,0]","[1,0,0]","[1,1,0]","[1,1,1]",proliferation_rate,death_rate,mutation_rate,fitness,scenario,treatment,seed
51,18,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
52,19,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
53,19,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
54,20,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
55,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
56,23,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
57,23,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
58,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
59,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
60,23,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
61,23,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
62,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
63,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
64,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
65,23,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
66,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
67,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
68,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
69,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
70,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
71,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
72,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
73,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
74,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
75,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
76,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
77,19,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
78,20,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
79,21,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
80,22,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
81,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
82,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
83,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
84,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
85,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
86,24,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
87,24,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
88,24,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
89,24,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
90,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
91,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
92,25,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
93,26,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
94,26,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
95,26,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
96,27,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
97,27,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
98,27,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
99,27,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
100,28,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
101,28,0,0,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000000, 0, 0, [(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)], Any[])"
